id,supp_city_id,supp_city_name,supp_dest_code,supp_dest_name,supp_country_code,grn_city_code,grn_city_name,grn_dest_code,grn_dest_name,grn_country_code,grn_country_name,status,created_by_id
1,,,,,,,,,,,,0,
2,,,,,,,,,,,,0,
